canonical_rule_id,rule_id,dataset_version,model_family,model,step1_mode,source_run_dir,acc,ci_lo,ci_hi,n_contexts,n_items,parse_fail_rate,is_changed_rule,expected_rebuild_outcome,observed_delta_vs_original,observed_outcome_label
starts_with_vowel,starts_with_vowel_deconfounded,deconfounded,anthropic,claude-opus-4-8,full,results/cross_family/claude-deconfounded-step1-20260614T171204Z.jsonl,0.512396694214876,0.44972038602458886,0.5746855869499536,3,360,0.3277777777777778,True,HOLD if character rule is learned; intrinsic first-letter residual disclosed.,,
starts_with_vowel,starts_with_vowel_deconfounded,deconfounded,deepseek,deepseek-v4-flash,confirmation,results/deconfound-sweep/step1-confirmation-deepseek-v4-flash-20260614T165115Z,0.5766666666666667,0.5066666666666667,0.6466666666666666,3,300,0.0,True,HOLD if character rule is learned; intrinsic first-letter residual disclosed.,,
starts_with_vowel,starts_with_vowel_deconfounded,deconfounded,deepseek,deepseek-v4-flash,full,results/deconfound-sweep/step1-full-deepseek-v4-flash-20260614T164416Z,0.513888888888889,0.4583333333333333,0.5666666666666668,3,360,0.0,True,HOLD if character rule is learned; intrinsic first-letter residual disclosed.,,
starts_with_vowel,starts_with_vowel_deconfounded,deconfounded,deepseek,deepseek-v4-flash,rule_given,results/deconfound-sweep/step1-rule_given-deepseek-v4-flash-20260614T165820Z,0.9083333333333333,,,1,120,0.0,True,HOLD if character rule is learned; intrinsic first-letter residual disclosed.,,
starts_with_vowel,starts_with_vowel_deconfounded,deconfounded,openai,gpt-4.1,confirmation,results/deconfound-sweep/step1-confirmation-gpt-4.1-20260614T165115Z,0.5333333333333333,0.4633333333333333,0.6033333333333334,3,300,0.0,True,HOLD if character rule is learned; intrinsic first-letter residual disclosed.,,
starts_with_vowel,starts_with_vowel_deconfounded,deconfounded,openai,gpt-4.1,full,results/deconfound-sweep/step1-full-gpt-4.1-20260614T164416Z,0.49444444444444446,0.4305555555555555,0.5584027777777769,3,360,0.0,True,HOLD if character rule is learned; intrinsic first-letter residual disclosed.,-0.30555555555555547,DROP
starts_with_vowel,starts_with_vowel_deconfounded,deconfounded,openai,gpt-4.1,rule_given,results/deconfound-sweep/step1-rule_given-gpt-4.1-20260614T165820Z,0.9333333333333333,,,1,120,0.0,True,HOLD if character rule is learned; intrinsic first-letter residual disclosed.,-0.033333333333333326,HOLD
starts_with_vowel,starts_with_vowel,original,openai,gpt-4.1,full,results/step1-full-gpt-4.1-20260611T000748Z,0.7999999999999999,0.7555555555555555,0.8416666666666668,3,360,0.0,True,HOLD if character rule is learned; intrinsic first-letter residual disclosed.,,
starts_with_vowel,starts_with_vowel,original,openai,gpt-4.1,rule_given,results/step1-rule_given-gpt-4.1-20260611T002539Z,0.9666666666666667,,,1,120,0.0,True,HOLD if character rule is learned; intrinsic first-letter residual disclosed.,,
starts_with_vowel,starts_with_vowel_deconfounded,deconfounded,openai,gpt-4.1-mini,confirmation,results/deconfound-sweep/step1-confirmation-gpt-4.1-mini-20260614T165115Z,0.48,0.41333333333333333,0.5433333333333333,3,300,0.0,True,HOLD if character rule is learned; intrinsic first-letter residual disclosed.,,
starts_with_vowel,starts_with_vowel_deconfounded,deconfounded,openai,gpt-4.1-mini,full,results/deconfound-sweep/step1-full-gpt-4.1-mini-20260614T164416Z,0.47222222222222215,0.4138888888888889,0.5277777777777777,3,360,0.0,True,HOLD if character rule is learned; intrinsic first-letter residual disclosed.,-0.2472222222222223,DROP
starts_with_vowel,starts_with_vowel_deconfounded,deconfounded,openai,gpt-4.1-mini,rule_given,results/deconfound-sweep/step1-rule_given-gpt-4.1-mini-20260614T165819Z,0.9416666666666667,,,1,120,0.0,True,HOLD if character rule is learned; intrinsic first-letter residual disclosed.,-0.025000000000000022,HOLD
starts_with_vowel,starts_with_vowel,original,openai,gpt-4.1-mini,full,results/step1-full-gpt-4.1-mini-20260611T001640Z,0.7194444444444444,0.6722222222222222,0.763888888888889,3,360,0.0,True,HOLD if character rule is learned; intrinsic first-letter residual disclosed.,,
starts_with_vowel,starts_with_vowel,original,openai,gpt-4.1-mini,rule_given,results/step1-rule_given-gpt-4.1-mini-20260611T002808Z,0.9666666666666667,,,1,120,0.0,True,HOLD if character rule is learned; intrinsic first-letter residual disclosed.,,
the_appears_twice,the_appears_twice_deconfounded,deconfounded,open_weights,Qwen2.5-7B-Instruct,full,results/deconfound-sweep/qwen-step1-20260614T171204Z,0.5,0.4486237971218836,0.5513762028781164,3,360,0.0,True,HOLD likely; token-count residual is rule-proximal.,,
the_appears_twice,the_appears_twice_deconfounded,deconfounded,anthropic,claude-opus-4-8,full,results/cross_family/claude-deconfounded-step1-20260614T171204Z.jsonl,0.5236768802228412,0.4720363609885479,0.5748160578481896,3,360,0.002777777777777778,True,HOLD likely; token-count residual is rule-proximal.,,
the_appears_twice,the_appears_twice_deconfounded,deconfounded,deepseek,deepseek-v4-flash,confirmation,results/deconfound-sweep/step1-confirmation-deepseek-v4-flash-20260614T165115Z,0.5533333333333333,0.47333333333333333,0.6333333333333333,3,300,0.0,True,HOLD likely; token-count residual is rule-proximal.,,
the_appears_twice,the_appears_twice_deconfounded,deconfounded,deepseek,deepseek-v4-flash,full,results/deconfound-sweep/step1-full-deepseek-v4-flash-20260614T164416Z,0.5666666666666667,0.49722222222222223,0.6333333333333334,3,360,0.0,True,HOLD likely; token-count residual is rule-proximal.,,
the_appears_twice,the_appears_twice_deconfounded,deconfounded,deepseek,deepseek-v4-flash,rule_given,results/deconfound-sweep/step1-rule_given-deepseek-v4-flash-20260614T165820Z,0.9416666666666667,,,1,120,0.0,True,HOLD likely; token-count residual is rule-proximal.,,
the_appears_twice,the_appears_twice_deconfounded,deconfounded,openai,gpt-4.1,confirmation,results/deconfound-sweep/step1-confirmation-gpt-4.1-20260614T165115Z,0.56,0.49666666666666665,0.6233333333333334,3,300,0.0,True,HOLD likely; token-count residual is rule-proximal.,,
the_appears_twice,the_appears_twice_deconfounded,deconfounded,openai,gpt-4.1,full,results/deconfound-sweep/step1-full-gpt-4.1-20260614T164416Z,0.5138888888888888,0.4611111111111111,0.5666666666666665,3,360,0.0,True,HOLD likely; token-count residual is rule-proximal.,-0.04444444444444451,HOLD
the_appears_twice,the_appears_twice_deconfounded,deconfounded,openai,gpt-4.1,rule_given,results/deconfound-sweep/step1-rule_given-gpt-4.1-20260614T165820Z,0.8333333333333334,,,1,120,0.0,True,HOLD likely; token-count residual is rule-proximal.,-0.04166666666666663,HOLD
the_appears_twice,the_appears_twice,original,openai,gpt-4.1,full,results/step1-full-gpt-4.1-20260611T000748Z,0.5583333333333333,0.49722222222222223,0.6194444444444445,3,360,0.0,True,HOLD likely; token-count residual is rule-proximal.,,
the_appears_twice,the_appears_twice,original,openai,gpt-4.1,rule_given,results/step1-rule_given-gpt-4.1-20260611T002539Z,0.875,,,1,120,0.0,True,HOLD likely; token-count residual is rule-proximal.,,
the_appears_twice,the_appears_twice_deconfounded,deconfounded,openai,gpt-4.1-mini,confirmation,results/deconfound-sweep/step1-confirmation-gpt-4.1-mini-20260614T165115Z,0.5533333333333333,0.48,0.6266666666666666,3,300,0.0,True,HOLD likely; token-count residual is rule-proximal.,,
the_appears_twice,the_appears_twice_deconfounded,deconfounded,openai,gpt-4.1-mini,full,results/deconfound-sweep/step1-full-gpt-4.1-mini-20260614T164416Z,0.5333333333333333,0.4666666666666666,0.5972916666666658,3,360,0.0,True,HOLD likely; token-count residual is rule-proximal.,-0.047222222222222276,HOLD
the_appears_twice,the_appears_twice_deconfounded,deconfounded,openai,gpt-4.1-mini,rule_given,results/deconfound-sweep/step1-rule_given-gpt-4.1-mini-20260614T165819Z,0.6583333333333333,,,1,120,0.0,True,HOLD likely; token-count residual is rule-proximal.,0.008333333333333304,HOLD
the_appears_twice,the_appears_twice,original,openai,gpt-4.1-mini,full,results/step1-full-gpt-4.1-mini-20260611T001640Z,0.5805555555555556,0.5166666666666666,0.6416666666666667,3,360,0.0,True,HOLD likely; token-count residual is rule-proximal.,,
the_appears_twice,the_appears_twice,original,openai,gpt-4.1-mini,rule_given,results/step1-rule_given-gpt-4.1-mini-20260611T002808Z,0.65,,,1,120,0.0,True,HOLD likely; token-count residual is rule-proximal.,,
word_count_geq_8,word_count_geq_8_deconfounded,deconfounded,open_weights,Qwen2.5-7B-Instruct,full,results/deconfound-sweep/qwen-step1-20260614T171204Z,0.6833333333333332,0.6335605396161392,0.7292348395246733,3,360,0.0,True,HOLD/moderate because word-count threshold is directly learnable.,0.061111111111111005,GAIN
word_count_geq_8,word_count_geq_8,original,open_weights,Qwen2.5-7B-Instruct,full,results,0.6222222222222222,0.5710974644349645,0.6707661216589105,3,360,0.0,True,HOLD/moderate because word-count threshold is directly learnable.,,
word_count_geq_8,word_count_geq_8_deconfounded,deconfounded,anthropic,claude-opus-4-8,full,results/cross_family/claude-deconfounded-step1-20260614T171204Z.jsonl,0.8089887640449438,0.7649408225377577,0.8464395356927931,3,360,0.011111111111111112,True,HOLD/moderate because word-count threshold is directly learnable.,-0.18541123595505615,DROP
word_count_geq_8,word_count_geq_8,original,anthropic,claude-opus-4-8,full,results/figures/cross_family.json,0.9944,0.9799730019093272,0.9984751418340759,3,360,0.0,True,HOLD/moderate because word-count threshold is directly learnable.,,
word_count_geq_8,word_count_geq_8_deconfounded,deconfounded,deepseek,deepseek-v4-flash,confirmation,results/deconfound-sweep/step1-confirmation-deepseek-v4-flash-20260614T165115Z,0.8000000000000002,0.7333333333333334,0.86,3,300,0.0,True,HOLD/moderate because word-count threshold is directly learnable.,,
word_count_geq_8,word_count_geq_8_deconfounded,deconfounded,deepseek,deepseek-v4-flash,full,results/deconfound-sweep/step1-full-deepseek-v4-flash-20260614T164416Z,0.7944444444444444,0.7305555555555556,0.8555555555555555,3,360,0.0,True,HOLD/moderate because word-count threshold is directly learnable.,,
word_count_geq_8,word_count_geq_8_deconfounded,deconfounded,deepseek,deepseek-v4-flash,rule_given,results/deconfound-sweep/step1-rule_given-deepseek-v4-flash-20260614T165820Z,0.7083333333333334,,,1,120,0.0,True,HOLD/moderate because word-count threshold is directly learnable.,,
word_count_geq_8,word_count_geq_8_deconfounded,deconfounded,openai,gpt-4.1,confirmation,results/deconfound-sweep/step1-confirmation-gpt-4.1-20260614T165115Z,0.7933333333333333,0.7266666666666667,0.8566666666666666,3,300,0.0,True,HOLD/moderate because word-count threshold is directly learnable.,-0.1266666666666666,MODERATE_DROP
word_count_geq_8,word_count_geq_8_deconfounded,deconfounded,openai,gpt-4.1,full,results/deconfound-sweep/step1-full-gpt-4.1-20260614T164416Z,0.7805555555555556,0.7166666666666667,0.8388888888888889,3,360,0.0,True,HOLD/moderate because word-count threshold is directly learnable.,-0.13888888888888884,MODERATE_DROP
word_count_geq_8,word_count_geq_8_deconfounded,deconfounded,openai,gpt-4.1,rule_given,results/deconfound-sweep/step1-rule_given-gpt-4.1-20260614T165820Z,0.6083333333333333,,,1,120,0.0,True,HOLD/moderate because word-count threshold is directly learnable.,0.033333333333333326,HOLD
word_count_geq_8,word_count_geq_8,original,openai,gpt-4.1,confirmation,results/step1-confirmation-gpt-4.1-20260611T003204Z,0.9199999999999999,0.8833333333333333,0.9533333333333333,3,300,0.0,True,HOLD/moderate because word-count threshold is directly learnable.,,
word_count_geq_8,word_count_geq_8,original,openai,gpt-4.1,full,results/step1-full-gpt-4.1-20260611T000748Z,0.9194444444444444,0.8861111111111111,0.9500000000000001,3,360,0.0,True,HOLD/moderate because word-count threshold is directly learnable.,,
word_count_geq_8,word_count_geq_8,original,openai,gpt-4.1,pilot,results/step1-pilot-gpt-4.1-20260611T000121Z,0.9,,,1,40,0.0,True,HOLD/moderate because word-count threshold is directly learnable.,,
word_count_geq_8,word_count_geq_8,original,openai,gpt-4.1,rule_given,results/step1-rule_given-gpt-4.1-20260611T002539Z,0.575,,,1,120,0.0,True,HOLD/moderate because word-count threshold is directly learnable.,,
word_count_geq_8,word_count_geq_8_deconfounded,deconfounded,openai,gpt-4.1-mini,confirmation,results/deconfound-sweep/step1-confirmation-gpt-4.1-mini-20260614T165115Z,0.6533333333333333,0.5933333333333334,0.7133333333333333,3,300,0.0,True,HOLD/moderate because word-count threshold is directly learnable.,-0.043333333333333335,HOLD
word_count_geq_8,word_count_geq_8_deconfounded,deconfounded,openai,gpt-4.1-mini,full,results/deconfound-sweep/step1-full-gpt-4.1-mini-20260614T164416Z,0.7055555555555556,0.65,0.7583333333333334,3,360,0.0,True,HOLD/moderate because word-count threshold is directly learnable.,-0.01388888888888884,HOLD
word_count_geq_8,word_count_geq_8_deconfounded,deconfounded,openai,gpt-4.1-mini,rule_given,results/deconfound-sweep/step1-rule_given-gpt-4.1-mini-20260614T165819Z,0.55,,,1,120,0.0,True,HOLD/moderate because word-count threshold is directly learnable.,0.01666666666666672,HOLD
word_count_geq_8,word_count_geq_8,original,openai,gpt-4.1-mini,confirmation,results/step1-confirmation-gpt-4.1-mini-20260611T003508Z,0.6966666666666667,0.6366666666666667,0.7533333333333333,3,300,0.0,True,HOLD/moderate because word-count threshold is directly learnable.,,
word_count_geq_8,word_count_geq_8,original,openai,gpt-4.1-mini,full,results/step1-full-gpt-4.1-mini-20260611T001640Z,0.7194444444444444,0.6583333333333333,0.775,3,360,0.0,True,HOLD/moderate because word-count threshold is directly learnable.,,
word_count_geq_8,word_count_geq_8,original,openai,gpt-4.1-mini,pilot,results/step1-pilot-gpt-4.1-mini-20260611T000601Z,0.725,,,1,40,0.0,True,HOLD/moderate because word-count threshold is directly learnable.,,
word_count_geq_8,word_count_geq_8,original,openai,gpt-4.1-mini,rule_given,results/step1-rule_given-gpt-4.1-mini-20260611T002808Z,0.5333333333333333,,,1,120,0.0,True,HOLD/moderate because word-count threshold is directly learnable.,,
